Subj_5,Subj_7,Subj_8,Subj_10,Subj_14,Subj_15,Subj_18,Subj_23
593,160.3016288,7.6,458.5,542.4,26.4,674.3333333,14.4
370.6,234.2,0,741,867.4,40,398.896599,33.8
391.4,129.6,27.6,797.25,249.6,75.4,581.6666667,44.4
398.3,131.6,27.6,836.25,292,41.2,245.6666667,58.4
380.4,148.4,0,635.5,439.4,137.6,158,21.8
393,218.8,0,1300.5,854.4,95.2,140,31.4
174.9,161.2,20,875.25,1196.6,78.2,257.6666667,65.2
275.6,155.8,15.2,823.25,575.4,121.6,804.6666667,142
105.1,129.4,2.6,402,232.4,93.2,232.6666667,252.6
167.4,125,7.6,779,627.8,41,221,203.2
117.4,190.2,12.6,635.5,934.6,93,289.3333333,54
121.5,149,30.2,768.5,897.2,51.6,389,41.4
84.6,283.8,7.6,383.25,719.8,108.8,290,87
281.4,190.4,0,268.5,518,147.2,435.3333333,90.4
424.1,192.6,2.6,347,481,121.2,687.6666667,138.2
407.1,130,0,329.5,710.4,164.8,738,66
366.2,196,0,184.5,770,57,612,63.8
243.8,292.8,25,229,403.6,171.6,484.6666667,73.4
435.8,344.4,7.6,394,362.8,134.8,992,121.6
390.5,176.2,65.8,365.75,345.2,107.2,693.6666667,59.4
151.7,267.4,130,283.5,192.6,162.8,489.3333333,21.8
333.6,240,105.4,236,527,137.2,541,145.8
149.9,216.2,0,364.5,672.2,90.4,214.3333333,78.8
335.4,216,73.4,682,778,50.2,366,124.2
211.8,167.4,50.2,723.25,357.6,87,156,82
194.6,81.8,2.6,352.75,345.4,92.2,690.6666667,116.4
125.1,152.4,27.6,249.75,418.2,77.8,683.6666667,29
131.9,191.8,5,566.25,619.8,99.4,616,93.2
307.1,180.6,12.6,670.5,970.6,212.4,672.3333333,9.6
296.5,204,7.6,351.75,1445.2,403.6,765,153.6
439,330.2,0,365.75,821.6,481.2,525.6666667,112.2
493,286.8,7.6,440.5,583.8,197.4,923.3333333,99
223.5,125.5016288,30.2,303.75,376,438.6,800.3333333,87
165.7,276.6,22.6,1129.25,724.8,201,446.3333333,358
240.1,234.8,15,759.75,702.4,318.8,480.6666667,89.2
266.9,182.2,25.2,782.5,839.9315065,452.6,363.6666667,89.4
418.1,131,7.6,677,602.4,351.2,368.6666667,155.4
446.2,268,47.6,573.5,354,66.6,526.6666667,118.6
486.9,92,86.8,582.75,839.8,89.8,572,99.4
608.3,170.4,2.6,480.5,812.6,155,522.3333333,85.4
717.7,160.6,0,1019.5,665.2,181.6,716,68
699.7,121,35.6,915.5,359.6,459.2,316.6666667,148.2
603.1,148.4,18.25696313,944.75,521.4,462.8,623,312.4
564.5,95.6,71.4,350.5,680.2,447.8,418,280.2
484.7,95.4,32.6,452.25,783.2,377.2,502.6666667,173.2
259.8,53.2,58.2,305,252.2,106.8,993.6666667,139.6
444.4,46.6,10,498.5,246.4,118.8,1042,129.4
420.3,51.8,198.8,520.75,611.6,186,645.6666667,178.8
150.3,146.6,113.4,942.25,758.2,433.8,683.6666667,98
153.7,307.8,51.2,762.5,800.2,264.6,515.6666667,154.6
355.8,176.8,65.8,738,618.8,82.6,406.3333333,155.6
329.3,184.4,114.6,621.25,632.6,327.6,462.3333333,249.2
193.8,237.2,59.2,227,453.6,189.4,443,155
514.6,315,17.6,459.75,289,14.4,536.6666667,270.8
751.7,275.4,69.2,465.5,221.4,224.6,439,156.4
657.1,318.4,276,328,245.4,100,652,298.4
649.9,182.8,136,345.5,576.2,16.8,589.6666667,331.4
529.1,36,160,207.75,567.6,9.6,514.6666667,307.2
314.8,59.8,163.6,96.5,382.8,53.4,668.3333333,158.8
237.4,57,140.4,212.5,889,29,595.6666667,464
304.5,56.4,201.2,478.25,903,46.2,273.3333333,408.2
175.2,51.2,479.4,204.5,1094.6,38.6,257,140
316.5,102,289.2,491.25,1008,84.4,99,225
152.9,92.2,173.2,266,382,62.2,555.3333333,131.4
167.6,41,176,757.25,311.8,21.6,220.3333333,195.2
247.4,66.6,157,314.25,1397.8,36.4,414,294
383.5,46.2,37.8,313.25,1175,89.8,190,551.4
353.1,146.4,171.8,673.75,462.8,12,438.6666667,396.4
258.5,229,222.4569631,995.25,270.8,31.4,630.3333333,228.4
268.6,80.8,22.8,978.75,421.6,50.8,525.3333333,399.8
158.1,41,150.6,485.5,376.4,36.2,738,256
178,7.8,214.8,596.75,396.4,0,407,384.6
145.8,39,193.8,371.5,1297.6,48.2,566.6666667,150
391.5,28.2,302.2,349.5,789.2,33.8,574.3333333,181.8
422,10.2,277.6,446,615.4,59.8,411.3333333,166.4
263.6,66.2,254.2,510,814.4,24.2,574.3333333,309.4
265.9,178.4,176,193.75,568.2,31.2,493.3333333,311
372.6,39,183.8,299.25,527,65.6,408,186.8
469.6,30.6,106.4,411,1092.2,12,366.6666667,262.2
279.7,35.8,222.4569631,482.5,551,58.2,383.3333333,357.6
265.3,35.8,138.6,419.5,743.2,24,130,306.8
320.4,5.2,301.6,419,1024.8,24.2,724.3333333,289.8
437.5,78.8,47.2,286.75,474.4,59,562.6666667,307.8
834.6,108.6,181.2,431,624,33.8,740,236.8
571.8,57.4,121.4,378.5,548.6,43.4,533.3333333,192.2
456.1,20.4,245,290.5,799.2,21.8,272.3333333,267
445.5,36,42.8,562.75,652.8,31.4,638.3333333,229.8
459.7,107.6,116.8,784.25,467.2,50.8,513.6666667,120.2
345.7,256.6,119.4,751,536.2,91.8,703.3333333,153
339.8,53.8,196.2,875,466.7315065,74.8,605.6666667,132.2
261.5,65.4,44.6,940.5,1369,67,633,168.6
298.9,67,98.4,1393,1222.2,38.6,715.3333333,177
345.4,81.4,15,865.75,643,61.2,638.6666667,300.8
649.2,171,56.8,541.25,723.8,36.2,679.6666667,198.8
456.8,197.8,86.8,893.75,863.8,44.8,797,336
371.4,94.2,25,574.25,510.6,16.8,467.6666667,271.4
618.7,36,135.4,600.25,757,29,286,341
674.7,84.4,154.6,1019,540.6,43.8,335.6666667,254.4
417.1,142,218.4,745.5,416,77.2,368.6666667,88.2
304.3,60.4,72.8,791,661.6,46.2,346.6666667,48.2
396.8,86.6,51.2,702.75,795.4,153.8,281.6666667,82
454.9,245,139,823.75,1059,108.6,399.3333333,256
502.1,235.6,0,925.5,1733.4,110.6,356.6666667,75.2
310.6,93,0,819.25,1723.6,70.61162871,686,86.8
725.8,142.4,30.65696313,787.5,863.8,46.2,478,231.4
443.2,102,99.4,711,1345.8,28.8,449.6666667,247.6
246.4,147.4,61.4,969.5,1238.2,83.6,1220.333333,186.8
260.7,156,230.8,811.25,664.2,99,220,166.8
282.6,288,111.8,838,969.2,82.6,397.6666667,134.6
96.2,159.4,199.8,687.25,417.6,185.6,408,176.2
190.6,419.4,51.6,438.5,397.8,233.4,131.6666667,165.2
230.7,103,30,707.75,296.2,163.2,489,142.4
298.2,176.6,88.4,463.75,266.4,139,317.6666667,209.4
167.3,117.8,17.6,871.5,443.8,65,343,196.8
372.5,126,55.6,846.25,771.2,80.6,306,277.2
443.1,165.4,67.6,429,474.4,103.8,686.3333333,133
802.5,155.2,50.2,658,764.2,49.6,739,218.4
249,198.8,226,453.5,805,79.2,215,168
208.6,185,126,34.5,815.4,96.6,529.3333333,133.2
146,153.6,77.8,44,1190,46.2,376.3333333,396
258.2,224,87.2,67.25,531.2,92.6,485,227.4
159.8,130,50.6,102.25,992.2,38.6,425.6666667,174.8
218.2,229,20.2,123.25,536.6,205.8,198,218
335.3,294,0,66.5,747.8,128.4,646,156.4
340,257.4,41.6,176.25,1005.8,240.8,346.6666667,105
666,305.8,22.8,775.25,928.6,234.6,123.6666667,175.4
644.7,160.2,152.6,668,954.6,251.4,171.6666667,220.2
557.7,120,294.8,271.75,445.2,315.8,217.6666667,199
587.5,125.8,25.2,318.75,345.4,356.6,205,79.2
728.7,118.8,20.2,268.5,417.6,353.6,106.6666667,136.6
580.6,133.4,7.6,122.75,644.8,525.2,115,158
309.2,207.8,63.2,126.75,756,523.6116287,367,188.8
312.9,70.2,325.2,77.75,770.4,468.4,173,133.8
300.7,87.8,119,65.25,332,636,239,71.8
364.2,141,123,477,404.6,756.4,625.6666667,131.4
416.5,122.8,134,359,762.8,670,761.3333333,88.2
539.1,186,350,291.25,772.4,526.8,816.6666667,144.4
587.2,342.6,289,635.5,526.2,485,68.33333333,105.2
778.1,179.8,126.4,412.25,836.4,473.4,106.3333333,33.6
826.8,174,186.4,152.25,470.2,388.6,252,24
865.1,105,310.8,868.25,1281.6,588.8,255.3333333,21.6
1189.6,249.4,482.8,772.5,887.8,919.2,683.6666667,16.8
913.9,196,323.8,562.25,795,502.8,982.3333333,79.6
739.8,126.6,190.2,650,486.4,222.6,939.3333333,38.8
91.7,180.8,269,701.25,1209.2,422.2,552.3333333,72
290,213.4,218.4,614.75,1030.8,477.2,901.6666667,160.4
307.3,187,180.2,673.25,688.2,602.2,412.3333333,114
438.4,102,173.8,763.5,427.2,343.6,834,55
342.8,82,332.4,493.25,567.8,757.6,425,56
224.6,71.4,383.4,583,428,1152.4,420,41
245,95.2,561.2,542.25,532,843.4,718.6666667,106.2
633.6,61.4,339,382.75,829.8,757,1007.666667,133.8
288.9,38.4,125.4,255.5,930.2,654.4,1094.333333,168.2
551.1,56.2,246.4,324.25,745.2,274,1009.666667,148.6
746.4,63.8,191.4,298.75,706.4,296.6,761.3333333,108.2
392.4,41,373,285.75,893.4,843,782.3333333,88.4
436.2,133.2,347.4,321.5,1493.4,441.2,963.6666667,261.4
309.4,118.8,175.6,292.5,1073.4,416.2,1499.333333,184.4
405.6,104,130.4,382,2090.2,589.2,1032.666667,141.8
389.3,38.4,186,196.5,696.2,370.4,626.6666667,193.2
365.1,30.8,380.4,194.25,634.2,339.8,449.6666667,294
334.4,0,348.8,358,632.8,820.4,217,166.2
332.7,46,59.2,453.5,374.4,585.8,1011.333333,210.6
226.6,53.6,152,268,558.6,438.6,557,174.2
145.2,82.6,5,656.25,747.2,374.8,457.3333333,368.6
184.8,133.6,10,1392,1076.6,304.4,457.3333333,137.6
347,121.8,0,906.75,313.2,139.2,250.6666667,72.6
321.5,81.8,7.6,692.5,965.6,128.8,604.3333333,0
575.5,121.8,7.6,876,636,163.2,633,36.2
735.7,125.4,242.8,1161.25,701.2,151,566,77.2
803.1,193,436.2,1611.5,814.8,108.8,282.6666667,105.4
938.2,73.8,234.4,1279.5,538.6,48.4,522.3333333,87.4
798.5,111.6,77.8,784.25,603.2,120.6,462,46.2
1202.6,153.2,2.6,663,897.6,91.8,430.3333333,64.2
553.3,116.4,12.6,713.25,845.4,171.6,289.3333333,119.4
308,72.2,5,1353.75,1034,373,153.6666667,36.2
258.5,64.4,44.6,507,550.8,474.4,157,53
275.6,43.6,32.6,775,529,339,184.3333333,91.8
197.7,140.8,12.6,437.75,783,288,134.6666667,134.6
384.1,160.2,20,387.75,888.8,301.4,17,195.6
433.1,149.6,38.6,423,917.8,232.8,221,115.8
188.6,191,5,656.25,899,163.2,17,67.2
505.1,220.2,41.6,627.5,781.4,251.6,421,67.6
793.7,230.4,25,1043.5,567,50.6,316.6666667,9.6
379.2,51.2,65.8,466.75,600.8,308.6,585.3333333,149.6
355.3,57.8,50.6,1181.25,572.6,365.8,875.6666667,16.8
457.2,112,20,566.5,896.4,426.8,124.6666667,14.4
368.2,192.6,30.2,767.25,480.8,71.8,1068.666667,41
573,109,59.8,933,910,41,314,65.2
341.1,92.4,41.6,692.5,553.6,52,766.3333333,38.6
344.4,35.8,25.2,361.5,1031.6,69.4,861,149.2
268.6,165,398,721.25,911.2,63.2,514.6666667,102.8
122.8,284.2,125.4,479.5,616.4,87.4,857.6666667,130.4
298.9,188,125,739,706.8,58,188,29
601.6,135.6,126.4,787.5,1189.4,119,117,0
406.0738061,178.2,40.6,590.5,850.4,48.4,42.66666667,57.8
395,131.2,144.6,952,846,53.2,614.3333333,41.4
740.7,38.6,27.6,980,1343.2,66.2,1036.333333,62.6
847.5,118.4,20,1129.75,1169,55.4,1090,72.4
837.3,182.8,17.6,927.25,894.4,106.8,643.6666667,19.4
1269.6,126,12.6,1238.5,778,136.4,565,48.4
1051.2,219.2,2.6,1418.5,920.4,83,501.6666667,92.2
589,322.2,10,1170.75,1353.2,107.2,879.6666667,42
375.4,213,133,712.25,867.4,33.6,575.3333333,60.8
923.7,180.8,178.8,1086.75,991.8,82,356.6666667,7.2
784,110,111.4,960,844.6,58.2,494.3333333,41
599.9,259.6,55.4,664.25,970.8,74.8,823.6666667,33.6
333.3,278,253.2,936.75,1093.2,74.8,368.6666667,65.2
365.5,226.8,7.6,543.25,969.6,53.2,321.6666667,31.4
501.5,227.2,5,317,1162.6,36,775.6666667,24.2
772.6,214,0,448,1001.4,52,502.6666667,33.6
1098.9,302,134,671.5,581.4,53,399.3333333,110.4
759.4,292.2,97.4,811.75,305.8,106.2,162,62.8
815.1,231.4,0,583,510,43.4,445.3333333,110.6
651.4,158.2,72.8,857.75,441.8,36.2,198,7.2
509.7,187.4,265,1162,563,43.4,55.33333333,69.4
1110,243.2,422.6,916.75,566.2,48.4,175,67.6
621.3,193,142,587.75,477.6,212.2,286,55.4
638.1,80.4,301.2,633.75,630.4,281.2,207.3333333,132.2
653,337.4,159.8,554.5,431.2,304.6,531,198.4
713,107.2,181.2,924.25,239,313,265.3333333,146.8
891.4,301.2,196.2,921.5,311.4,250.4,315,181.4
976.8,318.4,235,1081.25,512.6,279,109,107.6
778.5476123,384.6,241.4,1313.25,291.8,211.6,396,36.2
881.2,249.4,254,1333.25,187.6,92.2,127.6666667,155.8
699.1,248.4,212.4,1099.75,470.2,54,702.3333333,259.8
829.9,109.6,50,995.5,485,71.4,778.3333333,138.6
680.1,181.8,166.2,591.75,779,360,695.6666667,21.6
647.4,144.4,84.8,605,763,272.2,798,71.2
723.4,127.6,129.6,1109.75,1340.2,198.2,552.3333333,31.2
512.1,127.6,186.2,711.5,755.6,155.6,926.6666667,65.4
903.4,146.2,188.8,545.5,718.6,55.6,565.6666667,65
726.7,302,156.6,594,490.6,94.2,849.3333333,14.4
475.9,275.4,161.2,801.75,460.4,26.6,932.6666667,26.6
606.3,97.2,125.4,643.25,437.8,70.6,805.6666667,19.2
670.3,134.2,117.4,822.25,615.4,156.8,657,56
400.5,67.6,105.4,1036.5,335.2,138,546.6666667,43.6
676.7,30.8,12.6,653.75,92.8,55.4,514.3333333,24
513.9,66.6,10,374,108.6,56,330.3333333,43.8
607.1,98.4,0,700.25,229.8,55.6,469.3333333,107.6
631.9,87.6,2.6,818,424.6,43.6,287.6666667,144
537.5,134.2,0,891.5,340.4,65.2,378,52
641.8,116.4,0,716,354,229,717.6666667,54
931.6,67.6,0,974.5,151.6,187.8,496,12
654.6,49.6,20,611.25,103.4,98,307.3333333,26.4
472.2,161,0,502,182.6,120.6,548.6666667,26.6
484.2,113.2,0,436,120.4,161.4,521.3333333,86.4
393.7,48.6,0,561.5,140.4,341.6,413,120.8
443.2,53.6,0,583.5,398.8,273.4,521,108.8
608.7,187.4,0,357.75,437.8,256.4,552,167.6
921.5,66.6,0,505,988.2,177.4,578.6666667,112.6
611.6,112.4,56.8,287.25,589.6,156,571.6666667,29
357.1,87,76.4,305.75,761,131.4,616.3333333,38.6
551.2,99,52.2,629.25,935.8,91.8,601,78.6
461.8,40.8,181.4,638,944.6,93.6,806.3333333,33.8
1154.6,212,298.2,654,829.8,60.2,630.6666667,31.4
618.9,197.2,30,1394.75,801,134.2,333,36
608.7,90.2,20,1084.75,975,116.4,946.3333333,62.2
602.2,156.6,20,1185.75,717.2,62.6,847.3333333,38.6
497.4,144,0,1012.5,845.6,28.8,1004.666667,73.8
492.7,175.6,0,845.75,916.4,164.2,349.6666667,109
440.4,108,0,574.5,1437.2,68,493.3333333,130
389.5,7.8,2.6,402.75,740.2,7.2,573.3333333,140
526.8,114.6,46.2,470,1386,48.6,337,14.4
265.9,167,5,317,1015.8,33.6,474.6666667,71.4
267.6,298,5.2,298.5,594.2,62.8,631,64.8
574.7,184.4,5.2,319,549.6,90.2,296,58
852.1,152.4,45.2,508.25,889.8,107.2,235.3333333,33.6
839.9,79.4,342.4,135,613.4,107.2,235.6666667,62.8
303.4,159.8,158,299.25,911.4,174.8,262,155.4
417.9,91.6,96.8,268,846,100.4,341.3333333,154
515.6,41.6,166.2,357.5,653,95,194.6666667,116.4
379.2,238.2,229.4,297.5,1322.6,203.8,419,181.4
349.1,113.8,389.6,238.75,916.4,147.2,585.3333333,146.8
571.1,78,349.8,276.25,727.4,122,224.3333333,79.6
360.5,33.2,87.4,226.75,226,180.2,246,166
388.2,12.8,41.6,525.75,862.4,143.2,267,85.4
500.9,93.6,59.8,453,1197.6,262.4,314,73
482.2,92.8,423.6,649,845.8,297.6,684.3333333,87
376,164,213.8,941.25,849.2,348,458.3333333,118.2
235.9,171.6,472.8,1191,1214.8,111.2,256.3333333,107.6
408.3,137.8,196.2,1012.5,845.6,24.2,415.6666667,78.4
236.9,74.8,262.2,626,549.4,29,464,88.2
224.5,103.4,268.6,308.75,477.2,70.4,508.6666667,99.4
608,128.2,178.8,397.5,714.6,33.8,140,139.2
718.4,115.2,342.4,671.75,877.2,21.8,258.6666667,90.2
722,105.4,168.8,501.5,680.6,19.2,1308.333333,342
627.7,109.6,171.2,626.75,922.2,7.2,1712.666667,289.8
454,285,198.8,485.75,1002,43.4,1028.333333,115.8
400.8,227.8,188.8,268,1302,43.4,1343.333333,77.6
387.2,155.2,101.4,258.25,1129.4,31.4,1485,55.6
666.6,93.6,53.2,549,1495.8,24.2,1478,103.2
535.8,131.8,2.6,352,614.8,4.8,747,98.4
409.8,186.4,10.2,624.5,1162.4,123.6,880,140.6
531.2,298.4,0,950.75,554.2,111,785.6666667,197.6
601.6,226.2,25,513.25,822.2,9.6,703,152.2
701.4,122.8,0,605.25,1018.2,41.2,572.6666667,77.2
566.9,45.8,25,610,1390,24.2,707.6666667,82.2
618.8,102.8,0,696.5,702,9.6,1310,231.2
539.8,72.4,0,414,912.8,21.6,1392,133.8
752.3,48.6,0,584,590.8,14.4,1003.333333,70.2
1001.1,127,76.2,950.75,864.8,21.6,538,70
722.8,87.6,105.4,609.5,737.8,46,864,82.2
387.5,142,25,715.25,600.6,36.2,698.3333333,152.6
280.7,116.6,121.4,1052.25,781,21.8,1006.666667,145.4
296.9,125,183.8,819.5,678.4,80.2,835.3333333,73.8
288.4,148,121.4,594.25,787.2,88.8,518.6666667,267
376.6,46.2,22.6,531,913.2,45.8,780.6666667,98.6
778.8,69.6,22.6,230.25,537.6,54,643.3333333,66.6
618.2,89,30,457.5,1131.4,58.8,385.6666667,50.8
856.7,105,2.6,532.75,1070.6,73.8,333.6666667,137.6
861.5,98.2,0,738.75,579.2,50.8,198.6666667,66.2
651.8,71.4,0,259.75,952.2,61.2,408,179
712.5,92.6,0,260.75,548,84,409,135
1075.3,53.2,0,225.5,592.4,58.4,404.3333333,84.8
365.5,2.6,0,247.75,1280.4,152,307.3333333,87.4
481.8,64.2,0,482.5,1040,149.6,333.6666667,88.8
591.5,64.6,0,767,1316,33.8,212.3333333,135.2
383,156,0,346.25,793.6,109.2,185,97
591.7,132.6,0,335,838.2,43.4,280.6666667,87
424.1,202.2,0,318,896.6,46,560.6666667,159.2
367,222.8,0,208.5,492.4,36.2,660.6666667,150.2
